"presvote16post_2016","faminc_2016","pid3_2016","employ_2016","child18_2016","marstat_2016","educ_2016"
"Hillary Clinton","$80,000 - $99,999","Democrat","Full-time","No","Divorced","Some college"
"Hillary Clinton","$30,000 - $39,999","Republican","Retired","No","Widowed","4-year"
"Hillary Clinton","$150,000 - $199,999","Democrat","Full-time","Yes","Married","4-year"
"Hillary Clinton","$120,000 - $149,999","Democrat","Retired","No","Married","4-year"
"Donald Trump","$150,000 - $199,999","Independent","Full-time","No","Married","Post-grad"
"Donald Trump","$60,000 - $69,999","Republican","Full-time","No","Single","4-year"
"Hillary Clinton","Prefer not to say","Democrat","Retired","No","Divorced","Some college"
"Hillary Clinton","$40,000 - $49,999","Independent","Full-time","No","Married","4-year"
"Donald Trump","$40,000 - $49,999","Independent","Retired","No","Married","Some college"
"Hillary Clinton","$60,000 - $69,999","Democrat","Full-time","No","Married","Some college"
"Hillary Clinton","$200,000 - $249,999","Democrat","Full-time","No","Married","4-year"
"Donald Trump","$80,000 - $99,999","Republican","Retired","No","Married","Post-grad"
"Hillary Clinton","$80,000 - $99,999","Democrat","Retired","No","Married","Some college"
"Donald Trump","Prefer not to say","Independent","Full-time","No","Married","4-year"
"Gary Johnson","$100,000 - $119,999","Independent","Full-time","No","Single","4-year"
"Hillary Clinton","$20,000 - $29,999","Democrat","Part-time","No","Divorced","High school graduate"
"Hillary Clinton","$120,000 - $149,999","Independent","Retired","No","Single","4-year"
"Hillary Clinton","$40,000 - $49,999","Democrat","Full-time","Yes","Domestic partnership","4-year"
"","$40,000 - $49,999","Independent","Full-time","No","Single","4-year"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Married","Some college"
"Hillary Clinton","$80,000 - $99,999","Democrat","Retired","No","Married","4-year"
"Hillary Clinton","$70,000 - $79,999","Democrat","Full-time","No","Single","Post-grad"
"Hillary Clinton","$70,000 - $79,999","Democrat","Retired","No","Married","High school graduate"
"Hillary Clinton","$40,000 - $49,999","Democrat","Permanently disabled","No","Married","High school graduate"
"Donald Trump","$50,000 - $59,999","Republican","Retired","No","Married","Some college"
"Hillary Clinton","$40,000 - $49,999","Republican","Retired","No","Married","2-year"
"Hillary Clinton","$50,000 - $59,999","Democrat","Permanently disabled","Yes","Divorced","High school graduate"
"Hillary Clinton","$250,000 - $349,999","Independent","Retired","No","Married","Post-grad"
"Gary Johnson","$100,000 - $119,999","Independent","Full-time","Yes","Married","Post-grad"
"Other","$150,000 - $199,999","Republican","Full-time","Yes","Married","Post-grad"
"Hillary Clinton","$50,000 - $59,999","Democrat","Full-time","No","Divorced","4-year"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Married","Some college"
"","$50,000 - $59,999","Republican","Unemployed","No","Married","High school graduate"
"Gary Johnson","$200,000 - $249,999","Republican","Retired","No","Married","Post-grad"
"Jill Stein","$50,000 - $59,999","Independent","Full-time","Yes","Single","Post-grad"
"Hillary Clinton","$60,000 - $69,999","Democrat","Retired","No","Married","High school graduate"
"Donald Trump","$40,000 - $49,999","Independent","Homemaker","No","Married","High school graduate"
"Donald Trump","$70,000 - $79,999","Republican","Full-time","No","Single","2-year"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Widowed","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Democrat","Full-time","No","Married","High school graduate"
"Hillary Clinton","$20,000 - $29,999","Democrat","Retired","No","Widowed","2-year"
"Gary Johnson","$40,000 - $49,999","Democrat","Full-time","No","Widowed","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Married","4-year"
"Donald Trump","$80,000 - $99,999","Democrat","Full-time","No","Divorced","High school graduate"
"Evan McMullin","Prefer not to say","Republican","Full-time","No","Married","4-year"
"Donald Trump","Prefer not to say","Republican","Retired","No","Married","Some college"
"Donald Trump","$40,000 - $49,999","Republican","Unemployed","Yes","Married","Post-grad"
"Donald Trump","$80,000 - $99,999","Democrat","Full-time","No","Divorced","4-year"
"Donald Trump","$20,000 - $29,999","Democrat","Retired","No","Widowed","High school graduate"
"Donald Trump","$50,000 - $59,999","Republican","Retired","No","Married","High school graduate"
"Jill Stein","Prefer not to say","Independent","Part-time","No","Domestic partnership","Some college"
"","$30,000 - $39,999","Independent","Permanently disabled","No","Married","4-year"
"Hillary Clinton","$70,000 - $79,999","Not sure","Retired","No","Divorced","Some college"
"Hillary Clinton","$30,000 - $39,999","Democrat","Full-time","No","Single","Some college"
"Donald Trump","$60,000 - $69,999","Republican","Part-time","Yes","Single","Post-grad"
"Donald Trump","$30,000 - $39,999","Republican","Full-time","No","Divorced","High school graduate"
"Gary Johnson","$100,000 - $119,999","Independent","Part-time","Yes","Married","2-year"
"Hillary Clinton","$120,000 - $149,999","Republican","Full-time","Yes","Married","Post-grad"
"Donald Trump","$60,000 - $69,999","Republican","Unemployed","Yes","Married","2-year"
"Hillary Clinton","Less than $10,000","Independent","Permanently disabled","No","Single","No HS"
"Donald Trump","$30,000 - $39,999","Not sure","Full-time","No","Single","Some college"
"Donald Trump","$80,000 - $99,999","Democrat","Retired","No","Married","High school graduate"
"Hillary Clinton","$40,000 - $49,999","Independent","Retired","No","Single","Some college"
"Hillary Clinton","$40,000 - $49,999","Democrat","Full-time","No","Divorced","High school graduate"
"","$60,000 - $69,999","Republican","Homemaker","Yes","Married","High school graduate"
"Hillary Clinton","$40,000 - $49,999","Democrat","Retired","No","Single","High school graduate"
"Hillary Clinton","$150,000 - $199,999","Democrat","Part-time","No","Married","2-year"
"Hillary Clinton","Less than $10,000","Democrat","Unemployed","No","Single","4-year"
"Hillary Clinton","$200,000 - $249,999","Democrat","Part-time","No","Married","4-year"
"Donald Trump","$40,000 - $49,999","Democrat","Retired","No","Married","High school graduate"
"Gary Johnson","$30,000 - $39,999","Independent","Full-time","Yes","Widowed","Some college"
"","$30,000 - $39,999","Republican","Retired","No","Widowed","High school graduate"
"Donald Trump","Prefer not to say","Republican","Permanently disabled","No","Widowed","Some college"
"Donald Trump","$30,000 - $39,999","Republican","Part-time","No","Married","High school graduate"
"Hillary Clinton","$80,000 - $99,999","Independent","Full-time","No","Single","Post-grad"
"Donald Trump","Prefer not to say","Republican","Full-time","No","Widowed","High school graduate"
"Hillary Clinton","$40,000 - $49,999","Independent","Retired","No","Married","Some college"
"Hillary Clinton","$50,000 - $59,999","Republican","Retired","No","Married","High school graduate"
"Donald Trump","$60,000 - $69,999","Independent","Homemaker","Yes","Married","Some college"
"Donald Trump","$100,000 - $119,999","Democrat","Retired","No","Single","High school graduate"
"Other","$20,000 - $29,999","Independent","Retired","No","Married","High school graduate"
"Donald Trump","$80,000 - $99,999","Independent","Full-time","No","Married","High school graduate"
"Hillary Clinton","$200,000 - $249,999","Democrat","Full-time","No","Single","Post-grad"
"Donald Trump","Prefer not to say","Republican","Retired","No","Married","High school graduate"
"Donald Trump","$80,000 - $99,999","Republican","Full-time","No","Married","High school graduate"
"Donald Trump","$50,000 - $59,999","Republican","Retired","No","Married","No HS"
"","$20,000 - $29,999","Republican","Retired","No","Domestic partnership","High school graduate"
"Donald Trump","$50,000 - $59,999","Republican","Full-time","No","Married","Post-grad"
"Donald Trump","$40,000 - $49,999","Republican","Permanently disabled","No","Married","High school graduate"
"Hillary Clinton","$10,000 - $19,999","Democrat","Full-time","No","Married","No HS"
"Donald Trump","$80,000 - $99,999","Republican","Homemaker","No","Married","High school graduate"
"Gary Johnson","Prefer not to say","Independent","Full-time","No","Married","2-year"
"Donald Trump","$20,000 - $29,999","Republican","Permanently disabled","No","Married","High school graduate"
"Hillary Clinton","$120,000 - $149,999","Democrat","Full-time","Yes","Married","Post-grad"
"Hillary Clinton","Prefer not to say","Democrat","Part-time","No","Domestic partnership","4-year"
"Hillary Clinton","$40,000 - $49,999","Democrat","Full-time","Yes","Married","High school graduate"
"Donald Trump","$10,000 - $19,999","Republican","Retired","No","Married","No HS"
"Other","$60,000 - $69,999","Republican","Retired","No","Married","4-year"
"Hillary Clinton","$10,000 - $19,999","Democrat","Full-time","No","Single","Some college"
"Donald Trump","$30,000 - $39,999","Independent","Full-time","No","Married","Some college"
"Donald Trump","$100,000 - $119,999","Democrat","Full-time","No","Married","High school graduate"
"Hillary Clinton","$20,000 - $29,999","Democrat","Retired","No","Widowed","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Divorced","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Independent","Part-time","Yes","Divorced","Some college"
"Donald Trump","$20,000 - $29,999","Republican","Full-time","No","Single","Some college"
"Donald Trump","$50,000 - $59,999","Independent","Full-time","No","Separated","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Married","4-year"
"Donald Trump","$70,000 - $79,999","Republican","Part-time","No","Married","4-year"
"Hillary Clinton","$40,000 - $49,999","Democrat","Retired","No","Married","High school graduate"
"Hillary Clinton","Prefer not to say","Democrat","Permanently disabled","No","Married","4-year"
"Hillary Clinton","$120,000 - $149,999","Democrat","Full-time","Yes","Married","Some college"
"Donald Trump","$60,000 - $69,999","Republican","Part-time","No","Divorced","Post-grad"
"Other","$10,000 - $19,999","Republican","Unemployed","No","Married","High school graduate"
"Hillary Clinton","$70,000 - $79,999","Democrat","Permanently disabled","Yes","Married","2-year"
"Hillary Clinton","$30,000 - $39,999","Democrat","Part-time","No","Single","2-year"
"Donald Trump","$30,000 - $39,999","Not sure","Permanently disabled","No","Widowed","High school graduate"
"Hillary Clinton","$200,000 - $249,999","Democrat","Full-time","No","Single","Post-grad"
"Hillary Clinton","$20,000 - $29,999","Democrat","Retired","No","Divorced","High school graduate"
"Other","$20,000 - $29,999","Independent","Permanently disabled","No","Married","Post-grad"
"Hillary Clinton","$80,000 - $99,999","Democrat","Full-time","No","Married","Some college"
"Donald Trump","$70,000 - $79,999","Independent","Full-time","No","Married","High school graduate"
"Hillary Clinton","$70,000 - $79,999","Democrat","Retired","No","","High school graduate"
"Hillary Clinton","$100,000 - $119,999","Democrat","Full-time","Yes","Married","4-year"
"Donald Trump","$150,000 - $199,999","Republican","Full-time","No","Married","4-year"
"","$50,000 - $59,999","Republican","Full-time","Yes","Married","2-year"
"Hillary Clinton","$70,000 - $79,999","Democrat","Homemaker","Yes","Married","Post-grad"
"Hillary Clinton","$80,000 - $99,999","Democrat","Full-time","No","Married","High school graduate"
"Hillary Clinton","$20,000 - $29,999","Other","Other","No","Divorced","2-year"
"Donald Trump","$20,000 - $29,999","Independent","Retired","No","Divorced","2-year"
"Donald Trump","$100,000 - $119,999","Independent","Full-time","No","Married","High school graduate"
"Hillary Clinton","$60,000 - $69,999","Democrat","Full-time","No","Single","Some college"
"Hillary Clinton","Prefer not to say","Independent","Retired","No","Married","High school graduate"
"Donald Trump","$50,000 - $59,999","Independent","Full-time","No","Married","High school graduate"
"Hillary Clinton","$100,000 - $119,999","Democrat","Full-time","No","Domestic partnership","4-year"
"Donald Trump","$100,000 - $119,999","Independent","Retired","No","Married","4-year"
"Donald Trump","$120,000 - $149,999","Republican","Retired","No","Widowed","High school graduate"
"Hillary Clinton","$150,000 - $199,999","Democrat","Permanently disabled","No","Married","4-year"
"Donald Trump","$20,000 - $29,999","Democrat","Homemaker","No","Married","High school graduate"
"Hillary Clinton","$10,000 - $19,999","Democrat","Homemaker","Yes","Single","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Democrat","Homemaker","No","Married","High school graduate"
"Donald Trump","$10,000 - $19,999","Republican","Permanently disabled","No","Single","High school graduate"
"Donald Trump","$40,000 - $49,999","Republican","Unemployed","No","Married","High school graduate"
"Donald Trump","$40,000 - $49,999","Republican","Full-time","Yes","Married","2-year"
"Donald Trump","Prefer not to say","Independent","Retired","No","Married","High school graduate"
"","$20,000 - $29,999","Democrat","Full-time","No","Single","High school graduate"
"Hillary Clinton","$120,000 - $149,999","Democrat","Full-time","No","Married","High school graduate"
"Hillary Clinton","$120,000 - $149,999","Independent","Full-time","No","Married","4-year"
"Hillary Clinton","$20,000 - $29,999","Democrat","Full-time","Yes","Single","4-year"
"Hillary Clinton","$30,000 - $39,999","Democrat","Retired","No","Married","No HS"
"Donald Trump","$30,000 - $39,999","Republican","Retired","No","Married","High school graduate"
"Other","$50,000 - $59,999","Independent","Full-time","No","Married","High school graduate"
